original_caption,new_caption,contentUrl
Soap texture,The texture of soap.,https://ak.picdn.net/shutterstock/videos/9239555/preview/stock-footage-soap-texture.mp4
"Airplane pov of snowy mountains in ladakh, india (jammu & kashmir)","A view from an airplane of snowy mountains in Ladakh, India (Jammu & Kashmir).",https://ak.picdn.net/shutterstock/videos/8489482/preview/stock-footage-airplane-pov-of-snowy-mountains-in-ladakh-india-jammu-kashmir.mp4
View of the road on crimean bridge from moving blue car. fisheye,A fisheye view of the road on the Crimean Bridge from a moving blue car.,https://ak.picdn.net/shutterstock/videos/1047325450/preview/stock-footage-view-of-the-road-on-crimean-bridge-from-moving-blue-car-fisheye.mp4
Autumn park,The park is filled with autumn colors.,https://ak.picdn.net/shutterstock/videos/12673991/preview/stock-footage-autumn-park.mp4
Seamless animation of candies. colorful fantasy animation.,Colorful candies are animated seamlessly in a fantasy style.,https://ak.picdn.net/shutterstock/videos/1006749016/preview/stock-footage-seamless-animation-of-candies-colorful-fantasy-animation.mp4
"Ranau,sabah-april 29,2014:climbers walking at the top of mount kinabalu in during sunrise at sabah,borneo.all climbs involve an overnight stay on the mountain and an early morning trek to the summit.","Climbers walk at the top of Mount Kinabalu during sunrise in Sabah, Borneo. All climbs involve an overnight stay on the mountain and an early morning trek to the summit.",https://ak.picdn.net/shutterstock/videos/20272279/preview/stock-footage-ranau-sabah-april-climbers-walking-at-the-top-of-mount-kinabalu-in-during-sunrise-at-sabah.mp4
Skydiving video.,A video of skydiving.,https://ak.picdn.net/shutterstock/videos/6019034/preview/stock-footage-skydiving-video.mp4
Rock on the beach of reinisfjara by the ocean. andreev.,A rock on the beach of Reynisfjara by the ocean.,https://ak.picdn.net/shutterstock/videos/31432912/preview/stock-footage-rock-on-the-beach-of-reinisfjara-by-the-ocean-andreev.mp4
Young man in black jacket with fur hood is on snow-covered bank of frozen river in winter,A young man wearing a black jacket with a fur hood stands on a snow-covered bank of a frozen river in winter.,https://ak.picdn.net/shutterstock/videos/1020582031/preview/stock-footage-young-man-in-black-jacket-with-fur-hood-is-on-snow-covered-bank-of-frozen-river-in-winter.mp4
"A close up of holstein breed cattle in a rural ranch of santa ana, el salvador.","A close up of Holstein breed cattle in a rural ranch in Santa Ana, El Salvador.",https://ak.picdn.net/shutterstock/videos/1049922418/preview/stock-footage-a-close-up-of-holstein-breed-cattle-in-a-rural-ranch-of-santa-ana-el-salvador.mp4
"Yavuz sultan selim bridge , istanbul, turkey","The Yavuz Sultan Selim Bridge in Istanbul, Turkey.",https://ak.picdn.net/shutterstock/videos/1014815996/preview/stock-footage-yavuz-sultan-selim-bridge-istanbul-turkey.mp4
"Snowfall in village, small cottages and trees covered in snow","The village is covered in snow, with small cottages and trees.",https://ak.picdn.net/shutterstock/videos/1020676144/preview/stock-footage-snowfall-in-village-small-cottages-and-trees-covered-in-snow.mp4
Children happy laughter. cheerful child laughing looking at the camera. family vacation in the summer city park. good mood a little boy. parents cheered her child. perfectly childhood. picnic.,"A cheerful child is laughing and looking at the camera in a city park during a family vacation in the summer. The parents are cheering on their child, creating a perfect childhood moment during a picnic.",https://ak.picdn.net/shutterstock/videos/18074338/preview/stock-footage-children-happy-laughter-cheerful-child-laughing-looking-at-the-camera-family-vacation-in-the.mp4
"The three sisters of glencoe taken from the a82 viewpoint. classic scottish mountain scenery on a scottish autumn day. three sisters viewpoint - scottish highlands - glencoe, scotland, united kingdom","The Three Sisters of Glencoe, a classic Scottish mountain scenery, taken from the A82 viewpoint on a Scottish autumn day in Glencoe, Scotland, United Kingdom.",https://ak.picdn.net/shutterstock/videos/1064042269/preview/stock-footage-the-three-sisters-of-glencoe-taken-from-the-a-viewpoint-classic-scottish-mountain-scenery-on-a.mp4
"Man professional drummer, rock musician, rhythmically playing the drum set, in white sneakers presses the drum pedal, on the street, in the day, around the green grass, close-up, slow motion",A professional drummer wearing white sneakers plays the drum set rhythmically on the street during the day.,https://ak.picdn.net/shutterstock/videos/1047696343/preview/stock-footage-man-professional-drummer-rock-musician-rhythmically-playing-the-drum-set-in-white-sneakers.mp4
"Super full moon february 19 2019, 4k","A super full moon on February 19, 2019.",https://ak.picdn.net/shutterstock/videos/1024382234/preview/stock-footage-super-full-moon-february-k.mp4
Los angeles mid city towards downtown aerial shot backward,"An aerial shot captures the view from mid city Los Angeles towards downtown, moving backwards.",https://ak.picdn.net/shutterstock/videos/1039882985/preview/stock-footage-los-angeles-mid-city-towards-downtown-aerial-shot-backward.mp4
"Tokyo, japan - march 25th, 2019. people in the street of nakameguro by the meguro river during sakura cherry blossom season at sunset.","People walk along the street of Nakameguro by the Meguro River during the cherry blossom season at sunset in Tokyo, Japan on March 25th, 2019.",https://ak.picdn.net/shutterstock/videos/1026384857/preview/stock-footage-tokyo-japan-march-th-people-in-the-street-of-nakameguro-by-the-meguro-river-during.mp4
Drops of dew on a green grass.,There are drops of dew on the green grass.,https://ak.picdn.net/shutterstock/videos/1015606549/preview/stock-footage-drops-of-dew-on-a-green-grass.mp4
Fire shot with high speed  camera in 4k isolated on black background perfect for composing and vfx,"A fire is captured in high speed on a black background, perfect for composing and visual effects.",https://ak.picdn.net/shutterstock/videos/1028278568/preview/stock-footage-fire-shot-with-high-speed-camera-in-k-isolated-on-black-background-perfect-for-composing-and-vfx.mp4
"Green wheat field, wheat stalks swaying in the breeze.",The wheat stalks in a green field sway gently in the breeze.,https://ak.picdn.net/shutterstock/videos/1030170356/preview/stock-footage-green-wheat-field-wheat-stalks-swaying-in-the-breeze.mp4
Red christmas ball in hand is spinning and swinging on a white background,A red Christmas ball spins and swings on a white background.,https://ak.picdn.net/shutterstock/videos/1063188499/preview/stock-footage-red-christmas-ball-in-hand-is-spinning-and-swinging-on-a-white-background.mp4
"Circa 1950s - in a dining hall, a mining engineer shows taconite samples and a drawing of a mining plant to local folks in 1952.","In a dining hall, a mining engineer presents taconite samples and a drawing of a mining plant to local people in 1952.",https://ak.picdn.net/shutterstock/videos/1009206452/preview/stock-footage-circa-s-in-a-dining-hall-a-mining-engineer-shows-taconite-samples-and-a-drawing-of-a-mining.mp4
Little fancy carp or koi fish swimming and play in pond at the garden while raining,Fancy carp or koi fish swimming and playing in a garden pond during rainfall.,https://ak.picdn.net/shutterstock/videos/17182297/preview/stock-footage-little-fancy-carp-or-koi-fish-swimming-and-play-in-pond-at-the-garden-while-raining.mp4
Train window view snow winter,A view of snow through a train window during winter.,https://ak.picdn.net/shutterstock/videos/23955619/preview/stock-footage-train-window-view-snow-winter.mp4
"Little girl with hare ears, place for advertising","A little girl wearing hare ears, perfect for advertising.",https://ak.picdn.net/shutterstock/videos/1041057347/preview/stock-footage-little-girl-with-hare-ears-place-for-advertising.mp4
"Circa 1973 - as part of a new preschool program, indigenous alaskan mothers learn an activity to do with their children at school.","In 1973, as part of a new preschool program, indigenous Alaskan mothers learn an activity to do with their children at school.",https://ak.picdn.net/shutterstock/videos/1026930023/preview/stock-footage-circa-as-part-of-a-new-preschool-program-indigenous-alaskan-mothers-learn-an-activity-to-do.mp4
"180p slow motion shot of a budgie outside a nest box at a aviary in new south wales, australia","A slow motion shot of a budgie outside a nest box at an aviary in New South Wales, Australia.",https://ak.picdn.net/shutterstock/videos/1020365965/preview/stock-footage--p-slow-motion-shot-of-a-budgie-outside-a-nest-box-at-a-aviary-in-new-south-wales-australia.mp4
"Taipei city, taiwan, 28 may 2018:- street of taipei city in taiwan",The streets of Taipei City in Taiwan.,https://ak.picdn.net/shutterstock/videos/1012437599/preview/stock-footage-taipei-city-taiwan-may-street-of-taipei-city-in-taiwan.mp4
Pot pouring pasta and water through colander in slow motion,Pasta and water being poured through a colander in slow motion.,https://ak.picdn.net/shutterstock/videos/6430127/preview/stock-footage-pot-pouring-pasta-and-water-through-colander-in-slow-motion.mp4
Video art multicolor abstract shapes & signal noise feedback manipulation,Abstract shapes and signal noise are manipulated in a multicolor video art.,https://ak.picdn.net/shutterstock/videos/1021613038/preview/stock-footage-video-art-multicolor-abstract-shapes-signal-noise-feedback-manipulation.mp4
"Sancturary of oropa, biella, piedmont, italy","The Sanctuary of Oropa is located in Biella, Piedmont, Italy.",https://ak.picdn.net/shutterstock/videos/12008060/preview/stock-footage-sancturary-of-oropa-biella-piedmont-italy.mp4
Dreamy young woman with a cup of tea at a cafe watching city life,"A young woman sits at a cafe, sipping tea and observing the bustling city life.",https://ak.picdn.net/shutterstock/videos/23158891/preview/stock-footage-dreamy-young-woman-with-a-cup-of-tea-at-a-cafe-watching-city-life.mp4
Panorama of valley ossau with small village in the french pyrenees mountains,A panoramic view of the Ossau Valley with a small village in the French Pyrenees mountains.,https://ak.picdn.net/shutterstock/videos/1039643741/preview/stock-footage-panorama-of-valley-ossau-with-small-village-in-the-french-pyrenees-mountains.mp4
"Aerial view of a dry plain and rocky cliff over calm sea, golden hour","During the golden hour, an aerial view shows a dry plain and rocky cliff over a calm sea.",https://ak.picdn.net/shutterstock/videos/1060706035/preview/stock-footage-aerial-view-of-a-dry-plain-and-rocky-cliff-over-calm-sea-golden-hour.mp4
Serious young man stands without moving. he looks straight on camera. then he starts to move his right hand. guy shows ok sign. there are playful emotions on his face. isolated on black background,"A serious young man stands still and looks directly at the camera. He then begins to move his right hand, making the ""ok"" sign, while displaying playful emotions on his face. He is isolated against a black background.",https://ak.picdn.net/shutterstock/videos/1018734595/preview/stock-footage-serious-young-man-stands-without-moving-he-looks-straight-on-camera-then-he-starts-to-move-his.mp4
"Waterfall names ""namtok chokkadin"" at thong pha phum national park, kanchanaburi province, thailand, panning tilt up in low angle view","The Namtok Chokkadin waterfall in Thong Pha Phum National Park, Kanchanaburi Province, Thailand is shown in a low angle view as the camera pans and tilts up.",https://ak.picdn.net/shutterstock/videos/13771643/preview/stock-footage-waterfall-names-namtok-chokkadin-at-thong-pha-phum-national-park-kanchanaburi-province-thailand.mp4
